Tavg (°C),RH_avg (%),RR (mm)
21.7,80.0,0.0
22.6,87.0,0.0
23.7,77.0,0.0
23.8,79.0,0.0
22.6,70.0,0.0
22.0,72.0,0.0
22.0,67.0,0.0
22.7,68.0,0.0
21.5,66.0,0.0
20.9,58.0,0.0
21.4,57.0,0.0
21.3,66.0,0.0
21.3,75.0,0.0
22.1,67.0,0.0
22.8,64.0,0.0
22.6,71.0,0.0
22.0,70.0,0.0
22.0,66.0,0.0
22.4,70.0,0.0
22.5,72.0,0.0
23.8,78.0,0.0
23.4,74.0,0.0
23.3,78.0,0.0
22.9,78.0,0.0
22.6,70.0,0.0
23.5,76.0,0.0
23.9,72.0,0.0
23.1,72.0,0.0
21.7,72.0,0.0
21.8,68.0,0.0
21.5,68.0,0.0
22.4,65.0,0.0
21.8,66.0,0.0
21.8,62.0,0.0
21.8,63.0,0.0
22.0,59.0,0.0
21.8,64.0,0.0
21.4,63.0,0.0
22.2,61.0,0.0
22.2,68.0,0.0
23.6,72.0,0.0
21.7,72.0,0.0
22.0,78.0,0.0
23.2,76.0,0.0
22.6,78.0,0.0
23.2,68.0,0.0
22.7,70.0,0.0
22.8,72.0,0.0
22.8,78.0,0.0
24.2,72.0,0.0
23.8,66.0,0.0
23.6,68.0,0.0
24.0,66.0,0.0
23.8,72.0,0.0
23.9,76.0,0.0
23.9,82.0,0.0
22.6,89.0,4.0
23.9,76.0,0.0
24.3,76.0,0.0
23.7,76.0,0.0
22.7,80.0,0.0
22.0,84.0,0.0
21.9,81.0,0.0
23.2,78.0,0.0
24.7,69.0,0.0
24.1,67.0,0.0
23.4,62.0,0.0
23.5,59.0,0.0
23.5,62.0,0.0
23.5,68.0,0.0
23.2,70.0,0.0
22.7,84.0,1.0
22.6,83.0,0.0
23.6,77.0,0.0
23.6,75.0,0.0
24.3,73.0,0.0
23.2,84.0,0.0
23.7,74.0,0.0
23.8,76.0,0.0
24.4,69.0,0.0
25.0,62.0,0.0
23.5,74.0,0.0
24.2,78.0,22.0
24.1,70.0,0.0
24.4,73.0,0.0
24.7,67.0,0.0
22.8,68.0,0.0
23.9,67.0,0.0
25.4,72.0,0.0
25.8,60.0,0.0
26.2,63.0,0.0
25.2,67.0,0.0
25.6,70.0,0.0
25.6,63.0,0.0
25.3,66.0,0.0
24.8,74.0,0.0
23.9,76.0,1.0
25.4,57.0,0.0
24.2,61.0,0.0
25.5,64.0,0.0
24.7,72.0,0.0
24.7,70.0,10.0
25.4,61.0,0.0
25.5,66.0,0.0
26.5,60.0,0.0
26.3,58.0,0.0
26.1,57.0,0.0
25.5,64.0,0.0
25.7,63.0,0.0
25.9,68.0,0.0
26.5,68.0,0.0
25.5,69.0,0.0
26.8,56.0,0.0
26.8,63.0,0.0
24.8,77.0,3.0
26.9,66.0,3.0
25.0,76.0,0.0
24.1,80.0,82.0
24.5,78.0,33.0
24.2,75.0,0.0
24.4,73.0,0.0
22.7,88.0,0.0
23.7,86.0,10.0
22.5,94.0,26.0
23.6,75.0,10.0
23.1,75.0,0.0
23.8,78.0,0.0
23.3,87.0,21.0
24.5,80.0,0.0
24.1,81.0,1.0
25.3,77.0,4.0
24.3,75.0,7.0
24.4,77.0,0.0
24.4,70.0,0.0
24.2,73.0,0.0
24.3,76.0,1.0
24.5,81.0,0.0
25.9,72.0,3.0
25.3,72.0,0.0
25.2,79.0,0.0
24.6,79.0,0.0
23.8,75.0,62.0
24.3,66.0,0.0
24.8,68.0,0.0
25.0,72.0,0.0
24.3,77.0,4.0
24.5,74.0,0.0
24.4,73.0,0.0
24.2,73.0,0.0
25.1,74.0,1.0
23.7,80.0,0.0
24.2,78.0,2.0
23.4,83.0,0.0
24.2,82.0,6.0
23.9,84.0,5.0
23.8,88.0,3.0
24.4,84.0,1.0
23.4,88.0,73.0
24.4,87.0,20.0
24.3,79.0,1.0
23.7,85.0,1.0
23.3,90.0,14.0
24.8,81.0,28.0
24.1,86.0,6.0
24.9,81.0,34.0
25.4,78.0,0.0
24.8,85.0,1.0
23.5,85.0,0.0
24.0,83.0,39.0
23.9,84.0,9.0
23.7,83.0,0.0
22.7,90.0,4.0
23.6,87.0,31.0
23.5,88.0,0.0
24.0,84.0,9.0
24.1,85.0,3.0
24.7,76.0,9.0
23.7,78.0,3.0
25.4,68.0,4.0
25.8,68.0,23.0
26.1,65.0,4.0
24.5,82.0,2.0
22.7,87.0,4.0
23.2,88.0,12.0
23.7,85.0,14.0
23.4,90.0,9.0
23.3,86.0,14.0
22.9,90.0,30.0
22.5,88.0,59.0
21.9,88.0,9.0
23.1,85.0,13.0
23.6,78.0,0.0
23.9,82.0,0.0
22.6,92.0,6.0
22.0,91.0,10.0
24.3,81.0,20.0
24.3,80.0,0.0
23.4,92.0,2.0
24.3,87.0,1.0
22.9,93.0,2.0
23.9,86.0,32.0
23.3,86.0,0.0
23.6,81.0,6.0
24.7,80.0,0.0
24.6,78.0,20.0
24.3,88.0,1.0
23.0,89.0,8.0
23.9,84.0,32.0
23.9,84.0,6.0
24.2,84.0,20.0
24.4,80.0,4.0
24.1,84.0,18.0
23.5,87.0,0.0
23.5,81.0,0.0
24.5,74.0,2.0
25.0,81.0,0.0
24.3,85.0,1.0
24.2,82.0,6.0
23.8,85.0,9.0
24.3,82.0,11.0
24.3,83.0,6.0
25.2,79.0,1.0
24.9,85.0,0.0
24.4,82.0,0.0
24.6,82.0,8.0
24.4,85.0,1.0
23.9,89.0,8.0
23.9,88.0,9.0
23.6,84.0,5.0
24.7,84.0,45.0
24.4,87.0,3.0
24.6,81.0,0.0
24.6,77.0,0.0
24.0,79.0,0.0
24.4,76.0,0.0
24.2,79.0,0.0
24.2,86.0,28.0
24.3,82.0,15.0
24.7,80.0,0.0
24.2,84.0,0.0
24.6,80.0,11.0
23.9,79.0,0.0
24.6,78.0,30.0
23.9,85.0,0.0
25.1,79.0,2.0
25.4,80.0,6.0
24.5,80.0,0.0
25.4,75.0,6.0
24.2,82.0,1.0
24.6,81.0,15.0
23.7,90.0,2.0
24.1,90.0,7.0
23.3,90.0,7.0
23.1,86.0,2.0
24.4,82.0,5.0
24.3,85.0,0.0
24.0,82.0,0.0
24.3,85.0,64.0
23.2,90.0,64.0
24.1,86.0,12.0
24.1,84.0,0.0
23.8,88.0,68.0
24.2,84.0,4.0
23.6,89.0,13.0
24.4,82.0,39.0
23.9,88.0,0.0
23.6,87.0,13.0
23.9,80.0,6.0
23.9,84.0,5.0
23.8,86.0,28.0
22.7,93.0,7.0
23.9,87.0,40.0
23.2,91.0,2.0
23.7,86.0,3.0
23.7,81.0,1.0
23.9,89.0,56.0
24.5,83.0,1.0
24.9,85.0,2.0
24.3,85.0,9.0
24.0,87.0,0.0
24.2,82.0,43.0
23.7,87.0,13.0
24.1,81.0,29.0
25.1,76.0,0.0
24.8,81.0,0.0
23.4,88.0,15.0
24.4,86.0,19.0
23.7,88.0,58.0
24.7,76.0,31.0
24.8,80.0,0.0
25.0,80.0,2.0
23.6,88.0,2.0
24.2,85.0,11.0
24.7,84.0,5.0
24.7,84.0,0.0
24.2,86.0,3.0
24.7,86.0,1.0
24.6,87.0,1.0
24.3,88.0,7.0
26.5,68.0,0.0
25.5,78.0,0.0
25.5,78.0,0.0
25.2,79.0,32.0
24.5,82.0,0.0
24.7,80.0,6.0
23.9,84.0,0.0
24.5,85.0,24.0
23.9,82.0,0.0
24.4,85.0,52.0
24.4,86.0,26.0
25.1,88.0,0.0
24.3,81.0,2.0
24.8,84.0,5.0
24.3,84.0,39.0
24.1,81.0,0.0
24.7,81.0,0.0
24.4,82.0,2.0
24.4,82.0,0.0
23.6,86.0,0.0
23.6,84.0,1.0
24.5,85.0,8.0
23.6,81.0,0.0
23.6,86.0,0.0
23.9,84.0,0.0
24.1,74.0,9.0
23.9,82.0,0.0
24.6,76.0,1.0
23.7,82.0,0.0
24.0,81.0,2.0
23.7,80.0,2.0
23.6,83.0,1.0
23.6,85.0,1.0
24.1,73.0,0.0
23.1,71.0,0.0
22.7,69.0,0.0
23.0,71.0,0.0
23.4,79.0,0.0
24.4,73.0,0.0
22.6,84.0,0.0
23.4,80.0,0.0
23.4,82.0,0.0
24.3,76.0,3.0
23.9,76.0,0.0
23.9,78.0,0.0
23.7,82.0,0.0
23.6,80.0,0.0
24.3,75.0,0.0
23.2,84.0,0.0
23.8,87.0,31.0
23.5,82.0,9.0
24.2,79.0,0.0
23.4,81.0,0.0
22.9,82.0,2.0
23.3,80.0,0.0
23.0,82.0,0.0
23.6,83.0,33.0
23.2,86.0,0.0
23.2,81.0,2.0
22.9,81.0,0.0
23.8,78.0,0.0
23.5,81.0,0.0
23.6,74.0,0.0
22.6,81.0,0.0
23.2,78.0,0.0
22.0,76.0,0.0
22.2,72.0,0.0
22.2,77.0,0.0
22.1,76.0,0.0
22.8,86.0,0.0
23.3,86.0,0.0
23.7,81.0,0.0
23.4,88.0,15.0
23.3,79.0,0.0
24.0,79.0,0.0
21.9,81.0,0.0
21.9,69.0,0.0
22.7,73.0,0.0
23.8,81.0,0.0
23.1,82.0,6.0
23.1,82.0,0.0
22.7,75.0,0.0
22.8,76.0,0.0
22.7,74.0,0.0
22.8,75.0,0.0
23.8,76.0,2.0
24.0,72.0,0.0
23.4,77.0,0.0
23.8,78.0,21.0
23.0,83.0,0.0
23.2,80.0,0.0
22.8,85.0,0.0
22.9,81.0,16.0
23.6,78.0,0.0
24.2,76.0,0.0
23.4,78.0,0.0
23.1,88.0,2.0
23.7,80.0,30.0
23.5,83.0,0.0
24.4,83.0,6.0
24.0,79.0,3.0
23.9,81.0,2.0
24.1,76.0,8.0
23.5,67.0,0.0
23.7,75.0,0.0
24.2,74.0,0.0
23.4,77.0,39.0
23.3,77.0,0.0
24.0,79.0,3.0
23.6,72.0,0.0
23.4,72.0,0.0
23.5,78.0,0.0
22.9,92.0,3.0
23.7,86.0,1.0
23.7,81.0,0.0
23.0,91.0,3.0
24.3,83.0,1.0
23.6,82.0,0.0
23.7,83.0,11.0
23.8,73.0,52.0
23.9,74.0,0.0
24.4,72.0,0.0
23.2,80.0,0.0
22.9,84.0,41.0
24.4,76.0,0.0
24.1,86.0,2.0
23.6,85.0,20.0
24.3,80.0,1.0
23.7,84.0,0.0
23.6,82.0,2.0
23.0,89.0,0.0
25.2,71.0,0.0
23.9,88.0,3.0
24.3,76.0,15.0
23.5,78.0,0.0
24.5,72.0,29.0
24.9,79.0,1.0
23.9,81.0,3.0
24.3,76.0,15.0
25.3,79.0,0.0
24.7,81.0,9.0
24.5,82.0,1.0
25.4,74.0,15.0
25.0,78.0,0.0
23.4,84.0,0.0
21.6,89.0,3.0
23.1,80.0,21.0
22.7,79.0,0.0
23.5,74.0,0.0
23.8,70.0,0.0
24.0,79.0,0.0
22.7,88.0,4.0
24.8,77.0,2.0
23.5,83.0,1.0
23.6,84.0,6.0
24.7,74.0,17.0
24.3,70.0,0.0
23.3,90.0,0.0
24.1,81.0,32.0
24.5,80.0,0.0
24.5,87.0,6.0
25.4,72.0,5.0
24.9,74.0,0.0
24.8,82.0,1.0
25.3,82.0,0.0
24.5,76.0,0.0
24.9,76.0,0.0
21.9,92.0,0.0
22.9,86.0,45.0
23.7,85.0,47.0
24.4,85.0,31.0
23.6,87.0,5.0
23.5,86.0,0.0
23.4,86.0,24.0
23.1,88.0,7.0
23.6,86.0,0.0
24.6,83.0,1.0
25.8,68.0,5.0
25.4,58.0,0.0
25.2,61.0,0.0
25.4,64.0,0.0
25.7,60.0,0.0
25.3,71.0,0.0
24.9,76.0,0.0
24.9,68.0,3.0
25.4,76.0,0.0
25.2,73.0,13.0
24.6,74.0,0.0
24.3,76.0,22.0
23.6,80.0,37.0
24.1,79.0,33.0
25.1,78.0,0.0
24.7,84.0,3.0
23.7,88.0,1.0
24.2,82.0,3.0
23.8,84.0,0.0
24.6,83.0,9.0
24.0,85.0,45.0
23.8,81.0,4.0
23.9,83.0,22.0
24.4,84.0,37.0
23.9,84.0,12.0
25.0,83.0,27.0
22.4,95.0,45.0
23.6,84.0,28.0
23.9,84.0,13.0
23.4,91.0,0.0
23.1,88.0,2.0
22.3,94.0,2.0
24.6,70.0,27.0
26.0,66.0,10.0
24.9,78.0,0.0
24.0,79.0,2.0
25.4,68.0,1.0
25.2,67.0,0.0
23.8,83.0,4.0
23.3,87.0,2.0
23.4,88.0,2.0
22.5,90.0,3.0
23.3,85.0,0.0
22.9,83.0,11.0
23.7,74.0,0.0
23.1,78.0,0.0
23.6,82.0,7.0
22.5,88.0,0.0
23.2,83.0,0.0
23.5,86.0,0.0
24.5,80.0,0.0
25.6,72.0,0.0
23.0,88.0,12.0
24.8,75.0,1.0
23.8,84.0,1.0
24.2,81.0,5.0
24.4,81.0,0.0
24.6,80.0,4.0
23.3,89.0,2.0
24.9,77.0,4.0
25.9,70.0,6.0
25.0,77.0,0.0
25.3,66.0,0.0
24.7,62.0,0.0
25.4,63.0,0.0
25.5,65.0,1.0
23.8,83.0,0.0
23.5,76.0,11.0
25.4,68.0,0.0
24.1,79.0,6.0
24.6,80.0,2.0
23.0,86.0,0.0
23.3,82.0,13.0
22.4,86.0,1.0
23.3,80.0,4.0
22.8,87.0,14.0
23.0,80.0,50.0
23.5,81.0,2.0
24.6,76.0,0.0
24.9,74.0,0.0
24.2,81.0,0.0
23.6,85.0,0.0
22.4,87.0,0.0
21.6,96.0,9.0
21.6,96.0,75.0
22.8,89.0,3.0
23.2,87.0,7.0
22.9,83.0,3.0
24.1,75.0,0.0
25.7,60.0,0.0
24.3,82.0,0.0
23.6,81.0,0.0
24.4,82.0,2.0
23.1,84.0,0.0
22.5,86.0,5.0
24.4,69.0,14.0
23.7,73.0,0.0
23.7,82.0,0.0
23.9,80.0,0.0
25.7,63.0,3.0
26.3,58.0,0.0
27.0,78.0,0.0
24.2,80.0,1.0
26.8,70.0,1.0
24.4,80.0,19.0
23.7,80.0,3.0
23.4,81.0,1.0
23.5,86.0,1.0
22.7,92.0,5.0
23.2,88.0,2.0
23.7,86.0,28.0
22.8,86.0,2.0
23.4,82.0,6.0
23.7,83.0,0.0
24.0,79.0,2.0
24.1,84.0,0.0
22.8,87.0,26.0
22.4,90.0,7.0
22.9,87.0,5.0
23.3,85.0,0.0
23.2,88.0,9.0
23.7,87.0,43.0
23.2,88.0,6.0
22.9,88.0,1.0
23.0,85.0,3.0
22.7,76.0,0.0
23.1,81.0,0.0
23.9,79.0,1.0
24.7,77.0,0.0
24.9,78.0,0.0
24.5,75.0,4.0
23.8,80.0,0.0
23.1,83.0,6.0
22.9,88.0,17.0
23.0,87.0,5.0
23.3,82.0,78.0
23.0,87.0,32.0
22.7,86.0,34.0
23.0,93.0,5.0
22.7,92.0,24.0
23.3,82.0,11.0
24.2,80.0,12.0
23.1,86.0,0.0
22.2,89.0,4.0
22.8,90.0,0.0
23.1,88.0,7.0
23.4,83.0,17.0
23.5,84.0,0.0
22.9,93.0,0.0
22.5,96.0,9.0
23.3,88.0,6.0
23.4,88.0,10.0
22.8,88.0,12.0
22.2,92.0,3.0
23.2,86.0,1.0
22.9,86.0,10.0
22.9,83.0,15.0
23.5,79.0,52.0
24.2,78.0,0.0
22.8,69.0,0.0
23.3,77.0,0.0
23.4,76.0,13.0
23.5,80.0,0.0
24.6,79.0,1.0
24.5,80.0,0.0
24.7,79.0,0.0
24.0,79.0,0.0
24.5,76.0,0.0
23.6,66.0,0.0
24.0,74.0,0.0
24.3,76.0,0.0
23.7,86.0,0.0
23.4,91.0,25.0
22.9,90.0,68.0
23.3,84.0,3.0
23.5,83.0,0.0
23.0,88.0,3.0
24.7,77.0,16.0
24.2,86.0,10.0
22.9,88.0,0.0
23.9,78.0,32.0
23.6,76.0,0.0
24.0,75.0,0.0
24.4,78.0,0.0
24.1,78.0,0.0
23.2,81.0,3.0
23.0,89.0,0.0
23.7,81.0,7.0
24.3,78.0,2.0
23.7,80.0,0.0
23.7,85.0,29.0
23.7,84.0,18.0
23.3,80.0,15.0
23.9,76.0,0.0
23.5,68.0,0.0
23.0,66.0,0.0
23.0,71.0,0.0
23.4,71.0,0.0
23.2,64.0,0.0
23.0,69.0,0.0
24.0,70.0,0.0
23.7,71.0,0.0
22.8,89.0,0.0
24.0,77.0,5.0
24.6,75.0,0.0
24.0,72.0,0.0
22.6,74.0,0.0
22.7,68.0,0.0
22.7,76.0,0.0
22.2,70.0,0.0
21.7,68.0,0.0
21.0,70.0,0.0
21.9,64.0,0.0
21.3,68.0,0.0
22.0,70.0,0.0
22.4,60.0,0.0
20.7,66.0,0.0
21.1,65.0,0.0
20.8,62.0,0.0
20.6,69.0,0.0
21.6,79.0,0.0
22.3,73.0,0.0
22.1,73.0,0.0
22.0,70.0,0.0
22.4,75.0,0.0
22.1,72.0,0.0
20.5,71.0,0.0
20.8,65.0,0.0
21.6,82.0,0.0
23.0,84.0,0.0
23.7,79.0,0.0
23.6,82.0,0.0
22.6,76.0,0.0
21.9,80.0,0.0
20.6,75.0,0.0
21.2,62.0,0.0
21.2,68.0,0.0
21.6,65.0,0.0
20.9,69.0,0.0
21.3,70.0,0.0
22.4,62.0,0.0
22.9,70.0,0.0
22.6,70.0,0.0
22.7,76.0,0.0
23.3,78.0,1.0
23.7,80.0,0.0
21.8,79.0,1.0
23.1,74.0,0.0
22.7,76.0,0.0
23.0,80.0,0.0
22.7,75.0,0.0
23.1,71.0,0.0
22.1,76.0,0.0
21.9,73.0,0.0
22.6,74.0,0.0
22.3,66.0,0.0
21.3,68.0,0.0
20.6,70.0,0.0
21.9,72.0,0.0
22.1,70.0,0.0
21.5,76.0,0.0
21.2,66.0,0.0
20.9,64.0,0.0
21.0,69.0,0.0
22.9,75.0,0.0
21.7,75.0,0.0
22.3,74.0,0.0
21.1,68.0,0.0
21.3,68.0,0.0
21.5,64.0,0.0
20.8,67.0,0.0
22.2,63.0,0.0
21.4,66.0,0.0
21.5,67.0,0.0
21.3,68.0,0.0
21.5,65.0,0.0
22.5,68.0,0.0
22.8,63.0,0.0
22.7,71.0,0.0
22.4,78.0,0.0
22.2,77.0,0.0
21.3,74.0,0.0
21.9,68.0,0.0
21.6,68.0,0.0
22.0,68.0,0.0
21.9,70.0,0.0
21.8,68.0,0.0
20.7,69.0,0.0
21.0,61.0,0.0
20.5,61.0,0.0
21.4,67.0,0.0
22.7,70.0,0.0
23.2,74.0,0.0
23.0,76.0,0.0
23.9,64.0,0.0
22.6,65.0,0.0
22.5,67.0,0.0
21.6,69.0,0.0
22.8,72.0,0.0
22.3,72.0,0.0
23.9,67.0,0.0
22.2,64.0,0.0
21.4,70.0,0.0
22.1,71.0,0.0
23.2,74.0,0.0
23.6,68.0,0.0
23.2,73.0,0.0
23.3,79.0,0.0
22.9,83.0,0.0
23.1,76.0,0.0
23.8,71.0,2.0
23.1,72.0,0.0
23.1,75.0,0.0
23.1,69.0,0.0
23.0,71.0,0.0
23.1,70.0,0.0
23.1,61.0,0.0
22.2,67.0,0.0
23.3,70.0,0.0
22.8,69.0,0.0
23.7,68.0,0.0
22.5,70.0,0.0
22.6,70.0,0.0
22.2,67.0,0.0
23.0,66.0,0.0
23.8,75.0,0.0
23.1,75.0,0.0
22.5,64.0,0.0
22.3,66.0,0.0
22.6,68.0,0.0
23.5,72.0,0.0
24.0,63.0,0.0
22.9,76.0,0.0
23.4,76.0,0.0
24.3,74.0,0.0
25.2,61.0,0.0
23.3,71.0,0.0
23.6,65.0,0.0
23.5,70.0,0.0
24.4,72.0,0.0
25.6,64.0,0.0
25.0,71.0,0.0
24.7,77.0,26.0
25.2,71.0,0.0
24.9,76.0,0.0
25.7,70.0,1.0
25.4,64.0,0.0
24.7,68.0,0.0
25.8,67.0,0.0
25.8,67.0,8.0
24.3,78.0,0.0
25.2,76.0,0.0
24.8,76.0,1.0
24.5,78.0,24.0
25.1,78.0,0.0
24.6,79.0,3.0
23.8,76.0,2.0
23.7,80.0,21.0
25.1,76.0,1.0
23.9,80.0,1.0
23.6,83.0,5.0
22.8,82.0,8.0
22.0,91.0,35.0
23.1,83.0,48.0
22.6,89.0,29.0
24.3,79.0,1.0
24.0,78.0,0.0
24.2,76.0,1.0
23.4,86.0,0.0
23.8,78.0,1.0
23.9,81.0,0.0
24.3,78.0,9.0
24.5,74.0,0.0
23.2,84.0,0.0
23.7,80.0,0.0
24.3,79.0,41.0
23.0,86.0,0.0
23.4,85.0,1.0
24.0,78.0,11.0
25.3,77.0,53.0
24.6,65.0,0.0
25.5,64.0,0.0
26.1,76.0,0.0
25.1,86.0,7.0
25.3,75.0,0.0
25.5,78.0,1.0
26.3,74.0,0.0
26.0,76.0,5.0
24.1,85.0,5.0
24.0,81.0,52.0
22.2,79.0,0.0
22.8,86.0,11.0
24.1,75.0,1.0
24.3,73.0,0.0
23.1,84.0,0.0
24.8,76.0,3.0
24.3,74.0,0.0
23.6,84.0,0.0
24.0,88.0,9.0
23.8,84.0,0.0
22.9,86.0,14.0
23.6,86.0,8.0
23.6,87.0,2.0
24.4,84.0,10.0
24.2,85.0,2.0
23.5,83.0,10.0
23.6,86.0,8.0
24.7,88.0,2.0
24.4,86.0,0.0
24.3,84.0,25.0
24.2,83.0,25.0
23.8,86.0,51.0
24.4,80.0,21.0
23.2,93.0,1.0
23.4,86.0,2.0
24.0,84.0,1.0
24.3,81.0,0.0
23.0,89.0,4.0
24.0,84.0,38.0
22.7,90.0,0.0
23.0,92.0,5.0
23.0,85.0,4.0
22.5,90.0,13.0
23.4,86.0,22.0
22.6,91.0,30.0
23.4,87.0,1.0
23.8,86.0,29.0
23.8,85.0,1.0
23.1,91.0,0.0
23.6,85.0,2.0
22.4,89.0,3.0
22.4,89.0,43.0
23.0,92.0,4.0
23.8,82.0,7.0
22.8,86.0,0.0
22.4,91.0,2.0
23.0,88.0,17.0
22.8,88.0,3.0
24.1,75.0,17.0
24.4,74.0,3.0
25.6,62.0,0.0
25.7,60.0,3.0
23.6,71.0,0.0
26.2,58.0,0.0
25.4,73.0,3.0
24.8,72.0,3.0
22.5,86.0,26.0
23.1,84.0,3.0
22.9,84.0,50.0
22.4,86.0,41.0
22.7,85.0,41.0
22.5,86.0,44.0
24.0,80.0,14.0
23.9,82.0,0.0
23.5,76.0,0.0
23.2,79.0,0.0
23.9,77.0,1.0
23.6,79.0,0.0
23.7,77.0,0.0
22.9,86.0,0.0
24.7,80.0,85.0
24.1,72.0,29.0
23.2,82.0,13.0
23.6,84.0,10.0
24.3,81.0,3.0
24.0,79.0,2.0
23.1,83.0,0.0
22.3,93.0,10.0
23.6,80.0,15.0
24.1,81.0,0.0
24.7,78.0,1.0
24.4,82.0,1.0
23.7,80.0,0.0
24.0,78.0,28.0
22.8,82.0,1.0
23.8,80.0,33.0
23.4,80.0,0.0
23.6,81.0,0.0
22.7,85.0,3.0
22.9,88.0,56.0
22.7,86.0,0.0
23.8,79.0,9.0
23.7,82.0,0.0
23.3,82.0,7.0
22.8,92.0,17.0
24.1,81.0,15.0
24.8,70.0,5.0
24.9,66.0,0.0
26.0,63.0,1.0
24.9,72.0,0.0
24.8,65.0,7.0
25.1,60.0,7.0
25.0,64.0,1.0
25.5,62.0,9.0
25.1,71.0,30.0
23.6,82.0,0.0
21.0,94.0,18.0
22.1,90.0,3.0
23.5,80.0,0.0
23.2,88.0,1.0
24.4,80.0,4.0
23.2,83.0,0.0
23.6,78.0,12.0
23.3,73.0,0.0
23.3,64.0,0.0
23.1,73.0,0.0
23.6,78.0,0.0
23.6,83.0,9.0
22.4,87.0,0.0
23.4,79.0,8.0
23.5,76.0,0.0
23.7,80.0,4.0
22.9,82.0,9.0
23.2,83.0,1.0
23.1,83.0,6.0
23.6,80.0,2.0
23.7,70.0,22.0
23.7,68.0,0.0
23.8,73.0,0.0
23.5,78.0,0.0
23.6,82.0,0.0
24.4,77.0,9.0
24.3,74.0,0.0
24.4,74.0,0.0
24.8,80.0,0.0
24.6,73.0,0.0
24.9,78.0,0.0
24.3,78.0,0.0
23.0,78.0,6.0
23.1,70.0,0.0
23.8,66.0,0.0
23.1,75.0,0.0
24.4,75.0,0.0
24.6,74.0,0.0
23.6,69.0,0.0
24.2,76.0,0.0
24.3,76.0,0.0
24.5,78.0,0.0
24.2,82.0,7.0
24.1,77.0,0.0
23.4,70.0,0.0
23.7,79.0,0.0
24.5,79.0,1.0
24.2,80.0,6.0
23.5,80.0,0.0
24.1,76.0,8.0
24.2,68.0,0.0
22.8,70.0,0.0
23.1,75.0,0.0
23.2,79.0,0.0
23.6,82.0,1.0
23.3,84.0,0.0
24.5,77.0,1.0
24.5,74.0,0.0
24.6,76.0,0.0
24.3,78.0,0.0
25.9,63.0,0.0
24.5,74.0,0.0
23.8,61.0,0.0
23.3,63.0,0.0
21.8,74.0,0.0
23.1,61.0,0.0
22.5,71.0,0.0
23.2,64.0,0.0
23.1,72.0,0.0
22.6,77.0,0.0
23.5,73.0,0.0
23.4,75.0,0.0
23.3,79.0,0.0
23.7,71.0,0.0
22.8,70.0,0.0
22.5,69.0,0.0
22.4,61.0,0.0
22.9,70.0,0.0
23.4,75.0,0.0
23.9,78.0,0.0
24.3,78.0,0.0
24.6,70.0,0.0
24.3,71.0,0.0
23.4,82.0,1.0
23.0,82.0,0.0
23.4,66.0,4.0
22.0,72.0,0.0
22.7,63.0,0.0
22.2,74.0,0.0
22.7,72.0,0.0
22.9,73.0,0.0
22.6,66.0,0.0
23.5,82.0,0.0
23.7,81.0,11.0
21.7,77.0,0.0
21.4,74.0,0.0
22.1,61.0,0.0
21.2,66.0,0.0
21.1,72.0,0.0
21.0,71.0,0.0
22.7,74.0,0.0
22.3,74.0,0.0
21.2,71.0,0.0
20.9,75.0,0.0
22.1,75.0,0.0
21.9,75.0,0.0
22.2,71.0,0.0
20.4,67.0,0.0
20.8,75.0,0.0
21.8,74.0,0.0
21.9,77.0,0.0
22.5,73.0,0.0
21.8,82.0,0.0
21.5,79.0,0.0
21.1,78.0,0.0
21.2,72.0,0.0
22.1,82.0,0.0
22.9,80.0,0.0
22.8,73.0,0.0
21.2,76.0,0.0
21.3,89.0,0.0
22.7,82.0,0.0
22.4,83.0,0.0
21.5,77.0,0.0
21.9,73.0,0.0
21.6,68.0,0.0
20.6,72.0,0.0
21.7,77.0,0.0
21.6,68.0,0.0
21.8,73.0,0.0
21.2,72.0,0.0
21.9,69.0,0.0
21.3,73.0,0.0
20.8,70.0,0.0
20.2,75.0,0.0
21.3,74.0,0.0
22.1,73.0,0.0
21.4,77.0,0.0
23.1,74.0,0.0
22.8,80.0,0.0
20.8,76.0,4.0
21.7,71.0,0.0
22.6,72.0,0.0
21.2,74.0,0.0
22.4,72.0,0.0
21.8,75.0,0.0
20.9,72.0,0.0
20.5,73.0,0.0
20.7,69.0,0.0
20.6,68.0,0.0
21.4,74.0,0.0
22.0,78.0,0.0
21.8,63.0,0.0
22.4,71.0,0.0
20.5,68.0,0.0
20.9,76.0,0.0
21.3,69.0,0.0
21.2,66.0,0.0
22.7,68.0,0.0
21.4,80.0,0.0
23.1,78.0,0.0
22.9,82.0,0.0
22.8,76.0,0.0
21.7,64.0,0.0
22.2,64.0,0.0
22.1,59.0,0.0
21.3,67.0,0.0
21.6,64.0,0.0
21.3,67.0,0.0
23.8,67.0,0.0
22.8,72.0,0.0
22.9,73.0,0.0
23.7,80.0,0.0
23.4,71.0,0.0
22.3,72.0,0.0
22.6,62.0,0.0
22.3,63.0,0.0
21.9,68.0,0.0
23.1,74.0,0.0
24.1,71.0,0.0
23.9,75.0,0.0
23.8,59.0,0.0
24.0,62.0,0.0
24.3,75.0,0.0
24.5,68.0,0.0
23.5,69.0,0.0
23.4,74.0,0.0
23.0,68.0,0.0
23.1,72.0,0.0
23.1,72.0,0.0
22.9,76.0,0.0
22.3,72.0,0.0
